Sex,Embarked_Q,Title_Mrs,Pclass_1,Pclass_2,Transformed_Age,Transformed_Fare
0,0.0,1.0,1.0,0.0,30.26,7.18
1,0.0,0.0,0.0,1.0,16.36,3.37
1,0.0,0.0,1.0,0.0,19.44,7.18
0,0.0,1.0,1.0,0.0,10.64,6.12
1,1.0,0.0,0.0,0.0,15.68,2.54
0,0.0,1.0,1.0,0.0,14.99,10.19
1,0.0,0.0,0.0,1.0,20.72,3.73
0,0.0,0.0,0.0,1.0,12.14,4.22
1,0.0,0.0,0.0,0.0,10.13,2.6
0,0.0,0.0,0.0,0.0,14.99,6.74
1,0.0,0.0,0.0,1.0,20.72,3.37
1,0.0,0.0,0.0,1.0,18.14,4.63
1,0.0,0.0,1.0,0.0,23.41,4.63
1,0.0,0.0,0.0,0.0,7.17,3.56
1,1.0,0.0,0.0,1.0,29.12,3.28
1,0.0,0.0,0.0,1.0,5.11,5.07
1,0.0,0.0,0.0,0.0,17.7,2.56
1,0.0,0.0,1.0,0.0,3.84,8.42
0,0.0,0.0,0.0,0.0,10.64,2.55
1,0.0,0.0,0.0,1.0,13.11,3.02
0,0.0,1.0,0.0,0.0,23.62,2.61
0,1.0,0.0,0.0,0.0,12.63,3.67
1,0.0,0.0,0.0,0.0,-0.75,3.54
1,0.0,0.0,1.0,0.0,23.62,9.93
0,0.0,0.0,0.0,1.0,5.11,4.63
1,0.0,0.0,0.0,1.0,14.06,3.02
1,0.0,0.0,1.0,0.0,20.3,4.61
0,1.0,0.0,0.0,0.0,18.58,2.54
1,0.0,0.0,0.0,1.0,13.59,3.02
0,0.0,0.0,1.0,0.0,17.7,4.75
1,0.0,0.0,0.0,0.0,14.06,2.57
1,0.0,0.0,0.0,0.0,17.26,4.35
1,0.0,0.0,0.0,0.0,14.3,2.4
1,0.0,0.0,0.0,1.0,10.13,6.88
0,0.0,1.0,0.0,1.0,28.74,4.63
0,0.0,0.0,0.0,0.0,19.87,2.55
1,0.0,0.0,1.0,0.0,21.56,5.63
0,1.0,0.0,0.0,0.0,12.63,2.57
1,0.0,0.0,1.0,0.0,27.58,8.99
0,0.0,1.0,1.0,0.0,24.83,9.71
1,0.0,0.0,0.0,0.0,14.3,2.6
0,0.0,0.0,0.0,1.0,16.36,3.48
1,0.0,0.0,0.0,0.0,12.14,2.6
0,0.0,1.0,0.0,1.0,12.63,3.02
1,0.0,0.0,0.0,0.0,12.14,2.55
0,0.0,1.0,1.0,0.0,26.02,4.73
0,0.0,1.0,0.0,0.0,11.15,3.64
1,0.0,0.0,0.0,0.0,13.11,2.55
0,1.0,0.0,0.0,0.0,12.63,2.54
1,0.0,0.0,0.0,0.0,20.93,3.63
1,0.0,0.0,0.0,1.0,19.01,3.37
1,0.0,0.0,0.0,1.0,8.55,6.58
0,0.0,0.0,1.0,0.0,12.14,4.67
1,0.0,0.0,0.0,0.0,12.14,2.28
1,1.0,0.0,0.0,0.0,15.68,2.57
1,0.0,0.0,1.0,0.0,20.3,6.8
1,0.0,0.0,0.0,0.0,11.65,2.56
1,0.0,0.0,1.0,0.0,30.26,6.93
1,0.0,0.0,0.0,0.0,11.65,2.44
0,0.0,0.0,0.0,1.0,10.64,3.37
0,0.0,1.0,1.0,0.0,24.02,7.8
0,0.0,1.0,1.0,0.0,26.8,4.75
0,0.0,1.0,0.0,1.0,22.8,4.91
1,0.0,0.0,1.0,0.0,22.8,8.42
1,0.0,0.0,0.0,0.0,14.3,2.57
1,0.0,0.0,0.0,0.0,16.02,4.43
1,0.0,0.0,1.0,0.0,21.14,6.07
0,0.0,1.0,0.0,1.0,12.63,4.22
1,0.0,0.0,0.0,1.0,21.56,5.07
0,0.0,1.0,0.0,1.0,15.91,4.63
0,0.0,1.0,0.0,0.0,9.09,3.55
0,0.0,0.0,0.0,1.0,-0.08,4.75
1,0.0,0.0,0.0,0.0,11.65,2.58
1,0.0,0.0,1.0,0.0,14.99,8.47
1,0.0,0.0,0.0,0.0,13.59,2.83
1,0.0,0.0,0.0,0.0,17.48,2.86
1,0.0,0.0,0.0,0.0,14.3,2.5
1,1.0,0.0,0.0,0.0,15.68,2.54
1,0.0,0.0,0.0,0.0,15.45,2.6
0,0.0,0.0,0.0,1.0,11.15,3.37
1,0.0,0.0,0.0,0.0,12.14,2.55
1,0.0,0.0,0.0,0.0,19.23,3.88
1,0.0,0.0,0.0,0.0,12.14,2.56
0,0.0,1.0,0.0,1.0,15.91,4.39
0,0.0,0.0,0.0,0.0,0.0,3.26
1,0.0,0.0,0.0,1.0,16.36,3.34
1,0.0,0.0,0.0,0.0,14.3,2.57
1,0.0,0.0,1.0,0.0,23.41,-4.15
1,0.0,0.0,0.0,0.0,14.3,2.5
0,0.0,0.0,0.0,0.0,12.63,2.6
1,0.0,0.0,0.0,0.0,10.13,2.71
1,0.0,0.0,1.0,0.0,23.21,6.93
1,1.0,0.0,0.0,0.0,15.68,2.54
0,0.0,1.0,1.0,0.0,14.53,8.47
0,1.0,0.0,0.0,0.0,16.36,3.67
1,0.0,0.0,0.0,0.0,14.41,2.44
0,0.0,0.0,0.0,1.0,11.65,4.63
1,0.0,0.0,0.0,1.0,15.45,3.02
1,0.0,0.0,0.0,1.0,20.72,4.63
1,0.0,0.0,0.0,1.0,16.36,4.22
1,0.0,0.0,0.0,1.0,12.63,3.02
0,0.0,0.0,0.0,0.0,13.11,2.71
1,0.0,0.0,0.0,0.0,-0.26,3.47
0,1.0,0.0,0.0,0.0,12.63,2.54
0,0.0,0.0,0.0,0.0,5.72,3.64
0,0.0,0.0,0.0,0.0,0.91,4.15
1,0.0,0.0,0.0,0.0,19.01,2.44
1,0.0,0.0,0.0,0.0,14.3,2.44
1,0.0,0.0,1.0,0.0,13.59,7.15
1,0.0,0.0,0.0,0.0,14.41,2.44
1,0.0,0.0,0.0,0.0,14.3,2.6
1,0.0,0.0,1.0,0.0,23.41,5.48
0,1.0,0.0,0.0,0.0,16.36,2.38
1,0.0,0.0,0.0,0.0,14.41,2.44
1,0.0,0.0,1.0,0.0,26.02,7.14
1,0.0,0.0,0.0,0.0,19.01,2.86
1,0.0,0.0,0.0,0.0,14.53,2.57
0,0.0,0.0,0.0,1.0,0.0,5.58
1,0.0,0.0,0.0,0.0,10.13,4.28
1,0.0,0.0,1.0,0.0,16.36,5.78
1,0.0,0.0,0.0,0.0,15.91,2.56
1,0.0,0.0,0.0,0.0,17.26,2.55
1,0.0,0.0,0.0,1.0,15.91,3.62
1,0.0,0.0,0.0,1.0,21.97,4.22
1,0.0,0.0,0.0,0.0,13.59,2.71
0,1.0,0.0,0.0,0.0,12.63,2.54
0,0.0,1.0,1.0,0.0,30.26,4.67
1,0.0,0.0,1.0,0.0,16.36,8.75
1,0.0,0.0,0.0,0.0,-0.17,2.83
1,0.0,0.0,1.0,0.0,26.8,7.47
0,0.0,1.0,0.0,0.0,22.8,3.51
1,0.0,0.0,0.0,0.0,10.64,2.71
1,0.0,0.0,0.0,0.0,12.63,2.44
1,0.0,0.0,0.0,0.0,14.3,2.51
0,1.0,0.0,0.0,0.0,19.44,2.54
0,0.0,1.0,1.0,0.0,26.8,8.44
0,1.0,0.0,0.0,0.0,10.13,2.54
1,0.0,0.0,1.0,0.0,27.58,8.66
1,0.0,0.0,0.0,1.0,11.15,3.02
1,0.0,0.0,0.0,0.0,14.99,2.56
1,0.0,0.0,0.0,1.0,12.63,5.01
1,0.0,0.0,0.0,0.0,14.53,2.55
1,0.0,0.0,0.0,0.0,14.06,2.44
1,0.0,0.0,0.0,1.0,14.53,3.37
1,0.0,0.0,1.0,0.0,17.7,4.67
0,0.0,0.0,1.0,0.0,20.3,9.71
1,0.0,0.0,0.0,0.0,13.11,2.4
0,0.0,0.0,0.0,1.0,7.45,5.45
1,0.0,0.0,1.0,0.0,23.21,7.06
1,0.0,0.0,0.0,1.0,15.91,4.63
1,0.0,0.0,0.0,1.0,12.14,3.37
0,0.0,1.0,0.0,1.0,24.02,5.32
1,0.0,0.0,1.0,0.0,20.3,4.89
1,0.0,0.0,0.0,0.0,14.41,2.44
0,0.0,1.0,0.0,0.0,11.15,3.7
1,0.0,0.0,0.0,0.0,14.99,2.57
1,0.0,0.0,1.0,0.0,16.36,4.63
1,0.0,0.0,0.0,1.0,17.26,3.37
1,0.0,0.0,0.0,0.0,20.3,2.44
1,0.0,0.0,0.0,1.0,14.06,5.01
1,0.0,0.0,0.0,0.0,15.45,2.44
1,0.0,0.0,0.0,1.0,10.64,3.02
1,0.0,0.0,0.0,0.0,17.26,2.51
1,0.0,0.0,0.0,0.0,8.82,6.74
0,0.0,1.0,1.0,0.0,27.97,12.6
1,0.0,0.0,0.0,0.0,3.93,3.56
0,0.0,0.0,0.0,0.0,9.61,2.52
1,0.0,0.0,0.0,1.0,14.53,3.37
0,0.0,1.0,0.0,0.0,19.87,2.44
1,0.0,0.0,0.0,1.0,13.59,3.43
0,0.0,0.0,0.0,1.0,16.81,4.22
0,0.0,1.0,1.0,0.0,22.8,6.52
1,0.0,0.0,0.0,1.0,14.06,3.02
1,0.0,0.0,0.0,1.0,10.64,6.88
1,0.0,0.0,0.0,1.0,24.42,6.58
0,0.0,0.0,0.0,0.0,-0.97,4.18
1,0.0,0.0,1.0,0.0,24.83,4.63
0,0.0,1.0,1.0,0.0,28.36,6.05
1,0.0,0.0,0.0,0.0,14.3,2.57
1,1.0,0.0,0.0,0.0,15.68,2.54
0,0.0,1.0,0.0,0.0,16.36,3.68
1,0.0,0.0,0.0,0.0,8.82,6.74
0,0.0,1.0,0.0,1.0,13.59,5.34
0,0.0,1.0,0.0,1.0,16.81,4.22
1,0.0,0.0,0.0,0.0,14.99,2.71
0,0.0,1.0,1.0,0.0,14.06,6.22
0,0.0,1.0,0.0,0.0,14.99,6.74
1,0.0,0.0,0.0,0.0,14.76,3.55
0,0.0,0.0,0.0,0.0,12.63,5.48
0,0.0,1.0,1.0,0.0,22.8,6.38
1,0.0,0.0,0.0,1.0,15.91,3.48
1,0.0,0.0,0.0,1.0,12.14,3.17
0,0.0,0.0,1.0,0.0,16.81,8.42
1,0.0,0.0,1.0,0.0,24.42,-4.15
1,0.0,0.0,0.0,1.0,22.39,3.37
0,0.0,1.0,1.0,0.0,26.41,7.14
0,0.0,0.0,1.0,0.0,22.8,10.37
0,0.0,0.0,0.0,0.0,12.63,2.71
1,0.0,0.0,0.0,1.0,12.14,3.17
1,0.0,0.0,1.0,0.0,26.8,5.99
1,0.0,0.0,0.0,0.0,3.17,5.0
1,1.0,0.0,0.0,0.0,15.68,2.54
1,1.0,0.0,0.0,0.0,14.53,2.57
0,0.0,1.0,0.0,0.0,23.62,3.56
0,0.0,1.0,0.0,0.0,11.15,3.74
1,0.0,0.0,0.0,1.0,15.45,3.35
0,0.0,0.0,0.0,1.0,13.59,6.58
1,0.0,0.0,0.0,0.0,13.59,2.55
1,0.0,0.0,0.0,1.0,27.58,3.37
1,1.0,0.0,0.0,0.0,12.14,2.54
1,0.0,0.0,0.0,0.0,3.84,4.23
1,0.0,0.0,1.0,0.0,13.11,7.47
0,0.0,1.0,1.0,0.0,25.22,5.47
1,0.0,0.0,0.0,0.0,8.01,4.15
1,0.0,0.0,0.0,1.0,23.62,3.02
1,0.0,0.0,0.0,0.0,15.91,4.31
0,0.0,1.0,1.0,0.0,10.64,6.4
1,1.0,0.0,0.0,0.0,13.59,2.44
0,0.0,1.0,1.0,0.0,24.02,7.06
1,0.0,0.0,0.0,0.0,12.63,2.55
1,1.0,0.0,0.0,0.0,16.81,2.54
0,0.0,0.0,1.0,0.0,16.36,8.99
1,0.0,0.0,0.0,1.0,19.87,4.22
0,0.0,0.0,1.0,0.0,12.63,6.38
1,0.0,0.0,1.0,0.0,10.13,5.85
1,0.0,0.0,1.0,0.0,21.97,4.75
1,0.0,0.0,0.0,1.0,11.65,3.48
1,0.0,0.0,0.0,1.0,13.11,3.02
1,0.0,0.0,1.0,0.0,24.83,9.71
0,1.0,0.0,0.0,0.0,12.63,2.54
0,0.0,0.0,0.0,0.0,1.72,3.47
0,1.0,0.0,0.0,0.0,12.63,2.54
0,1.0,1.0,1.0,0.0,19.44,7.37
0,0.0,0.0,0.0,0.0,15.45,2.55
1,0.0,0.0,0.0,0.0,14.3,2.6
0,0.0,0.0,1.0,0.0,20.3,7.86
1,0.0,0.0,0.0,0.0,20.08,2.44
1,0.0,0.0,0.0,0.0,14.3,2.6
1,0.0,0.0,0.0,0.0,4.17,4.34
